"Source","Target","Type","Weight"
"1893457","713618","Directed","1"
"1893457","10982465","Directed","1"
"1893457","10921122","Directed","1"
"1893457","11161821","Directed","1"
"1893457","11161822","Directed","1"
"1893457","7713698","Directed","1"
"1893457","6945404","Directed","1"
"15295","1994146","Directed","1"
"15295","704694","Directed","1"
"15295","7467801","Directed","1"
"15295","3202701","Directed","1"
"15295","149441","Directed","1"
"15295","1017633","Directed","1"
"15295","3828984","Directed","1"
"15295","8237564","Directed","1"
"15295","1576284","Directed","1"
"15295","1533122","Directed","1"
"15295","1670264","Directed","1"
"15295","10384310","Directed","1"
"15295","10384313","Directed","1"
"15295","4739989","Directed","1"
"15295","1238337","Directed","1"
"15295","8261761","Directed","1"
"15295","13033970","Directed","1"
"15295","4842401","Directed","1"
"15295","7231910","Directed","1"
"2336554","438496","Directed","1"
"2336554","5704026","Directed","1"
"2336554","712546","Directed","1"
"2336554","4112854","Directed","1"
"2336554","4417069","Directed","1"
"2336554","10006258","Directed","1"
"2336554","5817249","Directed","1"
"2336554","3741768","Directed","1"
"2336554","3109755","Directed","1"
"2336554","760045","Directed","1"
"2336554","1873305","Directed","1"
"2336554","9813383","Directed","1"
"2336554","9108558","Directed","1"
"2336554","4966792","Directed","1"
"2336554","9813392","Directed","1"
"2336554","3376240","Directed","1"
"2336554","9813391","Directed","1"
"2336554","9813396","Directed","1"
"2134474","10682083","Directed","1"
"2134474","10436176","Directed","1"
"2134474","802218","Directed","1"
"2134474","788903","Directed","1"
"2134474","5731566","Directed","1"
"2134474","768297","Directed","1"
"2134474","5446189","Directed","1"
"2134474","2690647","Directed","1"
"2134474","2815326","Directed","1"
"2134474","10435109","Directed","1"
"2134474","7021807","Directed","1"
"2134474","4335","Directed","1"
"2134474","820282","Directed","1"
"2134474","10203648","Directed","1"
"2134474","8666232","Directed","1"
"2134474","2460840","Directed","1"
"2134474","10203656","Directed","1"
"2134474","1283105","Directed","1"
"2134474","6289482","Directed","1"
"2134474","10203651","Directed","1"
"2134474","10203652","Directed","1"
"2134474","10865772","Directed","1"
"7992231","1912683","Directed","1"
"7992231","1230844","Directed","1"
"7992231","10183124","Directed","1"
"7992231","6998719","Directed","1"
"7992231","6649988","Directed","1"
"7992231","5782889","Directed","1"
"7992231","6030469","Directed","1"
"7992231","7639503","Directed","1"
"7992231","7130871","Directed","1"
"7992231","7645843","Directed","1"
"7992231","4831604","Directed","1"
"7992231","10154962","Directed","1"
"7992231","9055196","Directed","1"
"7992231","7822446","Directed","1"
"7992231","11158102","Directed","1"
"7992231","10235364","Directed","1"
"7992231","11158103","Directed","1"
"7992231","11105263","Directed","1"
