"Source","Target","Type","Weight"
"7704616","4931869","Directed","1"
"7704616","10179382","Directed","1"
"7704616","5803917","Directed","2"
"7704616","4623853","Directed","1"
"7704616","11680911","Directed","1"
"7704616","11680912","Directed","1"
"7704616","11680913","Directed","1"
"7704616","3482257","Directed","2"
"4897775","592799","Directed","1"
"4897775","7420332","Directed","1"
"4897775","2528716","Directed","1"
"4897775","6269780","Directed","1"
"4897775","5675978","Directed","1"
"4897775","412917","Directed","1"
"4897775","3289096","Directed","1"
"4897775","4495174","Directed","1"
"4897775","13556810","Directed","1"
"4897775","11170319","Directed","1"
"4897775","9082581","Directed","1"
"4897775","13798824","Directed","1"
"4897775","11008828","Directed","1"
"4897775","11864911","Directed","1"
"4897775","149441","Directed","1"
"4897775","9083545","Directed","1"
"4897775","10131440","Directed","1"
"4897775","11397077","Directed","1"
"2391751","12576424","Directed","1"
"2391751","3192510","Directed","1"
"2391751","8249479","Directed","1"
"2391751","795661","Directed","1"
"2391751","3116470","Directed","1"
"2391751","2194798","Directed","1"
"2391751","2209765","Directed","1"
"2391751","10033173","Directed","1"
"2391751","5111948","Directed","1"
"2391751","1408928","Directed","1"
"2391751","3126571","Directed","1"
"2391751","4119465","Directed","1"
"2391751","1302331","Directed","1"
"2391751","11188255","Directed","1"
"2391751","2345638","Directed","1"
"2391751","8465076","Directed","1"
"2391751","9083559","Directed","1"
"2391751","11188256","Directed","1"
"2391751","6310151","Directed","1"
"2039261","906226","Directed","1"
"2039261","9017514","Directed","1"
"2039261","1259094","Directed","1"
"2039261","10436176","Directed","1"
"2039261","1122912","Directed","1"
"2039261","788903","Directed","1"
"2039261","1302330","Directed","1"
"2039261","214358","Directed","1"
"2039261","1664541","Directed","1"
"2039261","3373271","Directed","1"
"2039261","5731566","Directed","1"
"2039261","451600","Directed","1"
"2039261","10203718","Directed","1"
"2039261","9583288","Directed","1"
"2039261","3739900","Directed","1"
"2039261","756378","Directed","1"
"2039261","10927054","Directed","1"
"2039261","11161832","Directed","1"
"2039261","8169231","Directed","1"
"2039261","10516775","Directed","1"
"2265536","8035358","Directed","1"
"2265536","1431656","Directed","1"
"2265536","4546297","Directed","1"
"2265536","8258385","Directed","1"
"2265536","6294201","Directed","1"
"2265536","3916302","Directed","1"
"2265536","7919428","Directed","1"
"2265536","10462331","Directed","1"
"2265536","11033514","Directed","1"
"2265536","5145954","Directed","1"
"2265536","6494737","Directed","1"
"2265536","9360095","Directed","1"
"2265536","8624073","Directed","1"
"2265536","12737479","Directed","1"
"2265536","11225878","Directed","1"
"2265536","11048591","Directed","1"
"2265536","9500985","Directed","1"
"2265536","7215248","Directed","1"
"5880364","5897302","Directed","1"
"5880364","3473336","Directed","1"
"5880364","7181900","Directed","1"
"5880364","451239","Directed","1"
"5880364","8715584","Directed","1"
"5880364","219971","Directed","1"
"5880364","3474295","Directed","1"
"5880364","6938502","Directed","1"
"5880364","10278548","Directed","1"
"5880364","1616485","Directed","1"
"5880364","7992976","Directed","1"
"5880364","9211391","Directed","1"
"5880364","11184441","Directed","1"
"5880364","4071851","Directed","1"
"5880364","8179751","Directed","1"
"5880364","8441625","Directed","1"
"5880364","1133214","Directed","1"
"5880364","6875696","Directed","1"
"5014824","1259084","Directed","1"
"5014824","9709175","Directed","1"
"5014824","1224082","Directed","1"
"5014824","6852371","Directed","1"
"5014824","3465006","Directed","1"
"5014824","4045010","Directed","1"
"5014824","3822770","Directed","1"
"5014824","5711339","Directed","1"
"5014824","7603070","Directed","1"
"5014824","4655028","Directed","1"
"5014824","712546","Directed","1"
"5014824","710549","Directed","1"
"5014824","4853598","Directed","1"
"5014824","329749","Directed","1"
"5014824","4808998","Directed","1"
"5014824","6693723","Directed","1"
"5014824","1863497","Directed","1"
"5014824","8614457","Directed","1"
"9049092","1479650","Directed","1"
"9049092","1388463","Directed","1"
"9049092","451600","Directed","1"
"9049092","451379","Directed","1"
"9049092","2273524","Directed","1"
"9049092","1464837","Directed","1"
"9049092","3933547","Directed","1"
"9049092","1261519","Directed","1"
"9049092","2378839","Directed","1"
"9049092","9969909","Directed","1"
"9049092","11138715","Directed","1"
"9049092","7559937","Directed","1"
"9049092","11138716","Directed","1"
"9049092","1665366","Directed","1"
"9049092","11138717","Directed","1"
"9049092","7262698","Directed","1"
"9049092","3595334","Directed","1"
"9049092","4290029","Directed","1"
"1322099","792116","Directed","1"
"1322099","1122912","Directed","1"
"1322099","6477380","Directed","1"
"1322099","8077310","Directed","1"
"1322099","2194798","Directed","1"
"1322099","3078948","Directed","1"
"1322099","222426","Directed","1"
"1322099","412917","Directed","1"
"1322099","7102","Directed","1"
"1322099","5114849","Directed","1"
"1322099","622186","Directed","1"
"1322099","8941958","Directed","1"
"1322099","8891913","Directed","1"
"1322099","9866753","Directed","1"
"1322099","11103772","Directed","1"
"1322099","6298108","Directed","1"
"1322099","5090227","Directed","1"
"1322099","9013685","Directed","1"
"1322099","9987653","Directed","1"
"1966139","5044946","Directed","1"
"1966139","704694","Directed","1"
"1966139","9956405","Directed","1"
"1966139","1867717","Directed","1"
"1966139","7331044","Directed","1"
"1966139","1213227","Directed","1"
"1966139","9837130","Directed","1"
"1966139","8632042","Directed","1"
"1966139","10738612","Directed","1"
"1966139","5755916","Directed","1"
"1966139","10365601","Directed","1"
"1966139","10191564","Directed","1"
"1966139","8602109","Directed","1"
"1966139","9521412","Directed","1"
"1966139","10681874","Directed","1"
"1966139","1688965","Directed","1"
"788855","438503","Directed","1"
"788855","8077310","Directed","1"
"788855","2286188","Directed","1"
"788855","223532","Directed","1"
"788855","2128238","Directed","1"
"788855","9083559","Directed","1"
"788855","4921260","Directed","1"
"788855","10226002","Directed","1"
"788855","10855871","Directed","1"
"788855","10707400","Directed","1"
"788855","1979275","Directed","1"
"788855","9433476","Directed","1"
"788855","10178090","Directed","1"
"788855","9556934","Directed","1"
"788855","13619913","Directed","1"
"788855","10321418","Directed","1"
"788855","9334048","Directed","1"
"788855","11228001","Directed","1"
"5579635","438503","Directed","1"
"5579635","1017634","Directed","1"
"5579635","846681","Directed","1"
"5579635","324845","Directed","1"
"5579635","4269474","Directed","1"
"5579635","1799038","Directed","1"
"5579635","3848064","Directed","1"
"5579635","9030674","Directed","1"
"5579635","474774","Directed","1"
"5579635","3966456","Directed","1"
"5579635","3383930","Directed","1"
"5579635","430817","Directed","1"
"5579635","1227718","Directed","1"
"5579635","4112854","Directed","1"
"5579635","1327322","Directed","1"
"5579635","10592607","Directed","1"
"5579635","5010035","Directed","1"
"5579635","4787925","Directed","1"
"63357","2240044","Directed","1"
"63357","1824676","Directed","1"
"63357","4189429","Directed","1"
"63357","1664541","Directed","1"
"63357","795661","Directed","1"
"63357","451174","Directed","1"
"63357","438463","Directed","1"
"63357","1303433","Directed","1"
"63357","2299825","Directed","1"
"63357","4992002","Directed","1"
"63357","5856898","Directed","1"
"63357","3713653","Directed","1"
"63357","1028168","Directed","1"
"63357","2355266","Directed","1"
"63357","10670157","Directed","1"
"63357","5359185","Directed","1"
"63357","9755045","Directed","1"
"63357","9514389","Directed","1"
"2024446","3252571","Directed","1"
"2024446","768297","Directed","1"
"2024446","3761132","Directed","1"
"2024446","7215248","Directed","1"
"2024446","11144838","Directed","1"
"2024446","10976974","Directed","1"
"2024446","11822353","Directed","1"
"2024446","11120876","Directed","1"
"2024446","9455879","Directed","1"
"2024446","9915267","Directed","1"
"2024446","11217355","Directed","1"
"2024446","11740020","Directed","1"
"2024446","12976040","Directed","1"
"2024446","10139897","Directed","1"
"2024446","11035756","Directed","1"
"2024446","2286554","Directed","1"
"2024446","8620833","Directed","1"
"2024446","10345767","Directed","1"
"2590164","665555","Directed","1"
"2590164","13040279","Directed","1"
"2590164","4201007","Directed","1"
"2590164","1320935","Directed","1"
"2590164","11561868","Directed","1"
"2590164","6269780","Directed","1"
"2590164","5305841","Directed","1"
"2590164","2690647","Directed","1"
"2590164","13260411","Directed","1"
"2590164","3721677","Directed","1"
"2590164","9521412","Directed","1"
"2590164","4449711","Directed","1"
"2590164","1594666","Directed","1"
"2590164","13684024","Directed","1"
"2590164","4908144","Directed","1"
"2590164","9139904","Directed","1"
"2590164","8738938","Directed","1"
"2590164","13166522","Directed","1"
"1179457","1018224","Directed","1"
"1179457","1693210","Directed","1"
"1179457","1299011","Directed","1"
"1179457","3289096","Directed","1"
"1179457","5114849","Directed","1"
"1179457","4445116","Directed","1"
"1179457","11251739","Directed","1"
"1179457","11251738","Directed","1"
"1179457","11251731","Directed","1"
"1179457","12299744","Directed","1"
"1179457","6598222","Directed","1"
"1179457","11251740","Directed","1"
"1179457","10881156","Directed","1"
"1179457","4529277","Directed","1"
"1179457","6598223","Directed","1"
"1179457","11251735","Directed","1"
"1179457","9906477","Directed","1"
"1179457","9760208","Directed","1"
"1260157","2240044","Directed","1"
"1260157","656644","Directed","1"
"1260157","2478391","Directed","1"
"1260157","665555","Directed","1"
"1260157","474911","Directed","1"
"1260157","665554","Directed","1"
"1260157","1011408","Directed","1"
"1260157","1234298","Directed","1"
"1260157","5447706","Directed","1"
"1260157","10161112","Directed","1"
"1260157","348490","Directed","1"
"1260157","1913625","Directed","1"
"1260157","12454519","Directed","1"
"1260157","6350461","Directed","1"
"1260157","415555","Directed","1"
"1260157","796513","Directed","1"
"1260157","5376667","Directed","1"
"1260157","9709173","Directed","1"
"5121513","2192551","Directed","1"
"5121513","9019820","Directed","1"
"5121513","4427872","Directed","1"
"5121513","3390011","Directed","1"
"5121513","9019821","Directed","1"
"5121513","8184980","Directed","1"
"5121513","9019824","Directed","1"
"5121513","9408931","Directed","1"
"5121513","9019823","Directed","1"
"5121513","9408977","Directed","1"
"5121513","9408976","Directed","1"
"5121513","9019822","Directed","1"
"5121513","9408932","Directed","1"
"5121513","12020491","Directed","1"
"5121513","12020492","Directed","1"
"5121513","5992875","Directed","1"
"5121513","12020493","Directed","1"
"5121513","8022598","Directed","1"
"1473010","944834","Directed","1"
"1473010","6763","Directed","1"
"1473010","13040279","Directed","1"
"1473010","3071488","Directed","1"
"1473010","1320935","Directed","1"
"1473010","7603070","Directed","1"
"1473010","1591897","Directed","1"
"1473010","4655028","Directed","1"
"1473010","1303433","Directed","1"
"1473010","471472","Directed","1"
"1473010","9142275","Directed","1"
"1473010","14022766","Directed","1"
"1473010","4470391","Directed","1"
"1473010","2517742","Directed","1"
"1473010","451317","Directed","1"
"1473010","6633565","Directed","1"
"1473010","4668123","Directed","1"
"1473010","10885597","Directed","1"
"3971343","10436176","Directed","1"
"3971343","2478391","Directed","1"
"3971343","788903","Directed","1"
"3971343","6117651","Directed","1"
"3971343","3941445","Directed","1"
"3971343","5731566","Directed","1"
"3971343","8715584","Directed","1"
"3971343","4446079","Directed","1"
"3971343","1702868","Directed","1"
"3971343","9019824","Directed","1"
"3971343","611552","Directed","1"
"3971343","6494774","Directed","1"
"3971343","3831960","Directed","1"
"3971343","4482922","Directed","1"
"3971343","7287290","Directed","1"
"3971343","3198154","Directed","1"
"3971343","9026923","Directed","1"
"3971343","9793366","Directed","1"
"3971343","1416011","Directed","1"
"3971343","11768590","Directed","1"
"1571874","6277267","Directed","1"
"1571874","4271961","Directed","1"
"1571874","1277547","Directed","1"
"1571874","11033514","Directed","1"
"1571874","3966456","Directed","1"
"1571874","422552","Directed","1"
"1571874","1428293","Directed","1"
"1571874","9856001","Directed","1"
"1571874","8055261","Directed","1"
"1571874","2337375","Directed","1"
"1571874","10881188","Directed","1"
"1571874","1539779","Directed","1"
"1571874","7987438","Directed","1"
"1571874","5743393","Directed","1"
"1571874","10841177","Directed","1"
"1571874","9268739","Directed","1"
"1571874","8652212","Directed","1"
"1571874","10603506","Directed","1"
"3442103","839634","Directed","1"
"3442103","1479650","Directed","1"
"3442103","1961459","Directed","1"
"3442103","80333","Directed","1"
"3442103","222150","Directed","1"
"3442103","154653","Directed","1"
"3442103","7605938","Directed","1"
"3442103","66455","Directed","1"
"3442103","2114805","Directed","1"
"3442103","452021","Directed","1"
"751080","7648624","Directed","1"
"751080","643348","Directed","1"
"751080","474609","Directed","1"
"751080","8465085","Directed","1"
"751080","221218","Directed","1"
"751080","9030674","Directed","1"
"751080","3721677","Directed","1"
"751080","9268739","Directed","1"
"751080","4651098","Directed","1"
"751080","6698701","Directed","1"
"751080","8652056","Directed","1"
"751080","7360356","Directed","1"
"751080","9835211","Directed","1"
"751080","7917282","Directed","1"
"751080","9793554","Directed","1"
"751080","4483091","Directed","1"
"751080","8974750","Directed","1"
"751080","1488730","Directed","1"
"7447165","10436176","Directed","1"
"7447165","10304343","Directed","1"
"7447165","704694","Directed","1"
"7447165","788903","Directed","1"
"7447165","3190972","Directed","1"
"7447165","5731566","Directed","1"
"7447165","4045010","Directed","1"
"7447165","438465","Directed","1"
"7447165","4908144","Directed","1"
"7447165","4731677","Directed","1"
"7447165","2410391","Directed","1"
"7447165","2629754","Directed","1"
"7447165","6905591","Directed","1"
"7447165","11003017","Directed","1"
"7447165","1060383","Directed","1"
"7447165","11150851","Directed","1"
"7447165","11523032","Directed","1"
"7447165","3967820","Directed","1"
"7447165","2768833","Directed","1"
"7447165","11150852","Directed","1"
"222150","10963295","Directed","1"
"222150","451170","Directed","1"
"222150","542498","Directed","1"
"222150","3817862","Directed","1"
"222150","9413387","Directed","1"
"222150","19382","Directed","1"
"222150","3848064","Directed","1"
"222150","9628021","Directed","1"
"222150","1679372","Directed","1"
"222150","222150","Directed","1"
"222150","6795","Directed","1"
"222150","10994971","Directed","1"
"222150","10845687","Directed","1"
"222150","438092","Directed","1"
"222150","1167594","Directed","1"
"222150","11342699","Directed","1"
"222150","5052617","Directed","1"
"222150","11342725","Directed","1"
"222150","11342707","Directed","1"
"3262433","1300009","Directed","1"
"3262433","1538116","Directed","1"
"3262433","4362492","Directed","1"
"3262433","474774","Directed","1"
"3262433","4626","Directed","1"
"3262433","6442009","Directed","1"
"3262433","1865011","Directed","1"
"3262433","4002765","Directed","1"
"3262433","3816634","Directed","1"
"3262433","10567293","Directed","1"
"3262433","10342833","Directed","1"
"3262433","10819806","Directed","1"
"3262433","1397705","Directed","1"
"3262433","1263677","Directed","1"
"3262433","10276381","Directed","1"
"3262433","9057082","Directed","1"
"3262433","10308277","Directed","1"
"3262433","7337606","Directed","1"
"2859182","6661769","Directed","1"
"2859182","10180702","Directed","1"
"2859182","10180701","Directed","1"
"2859182","10740383","Directed","1"
"2859182","10740384","Directed","1"
"2859182","10740385","Directed","1"
"2859182","10740386","Directed","1"
"2859182","10740387","Directed","1"
"2859182","10740388","Directed","1"
"2859182","10740389","Directed","1"
"2859182","10740390","Directed","1"
"2859182","10740391","Directed","1"
"2859182","2493744","Directed","1"
"2859182","10740403","Directed","1"
"2859182","10740404","Directed","1"
"2859182","5597696","Directed","1"
"2859182","3938476","Directed","1"
"2859182","8384709","Directed","1"
"12541","11297151","Directed","1"
"12541","10436176","Directed","1"
"12541","457410","Directed","1"
"12541","788903","Directed","1"
"12541","8407664","Directed","1"
"12541","3996393","Directed","1"
"12541","10595051","Directed","1"
"12541","1221483","Directed","1"
"12541","5731566","Directed","1"
"12541","6944669","Directed","1"
"12541","8715561","Directed","1"
"12541","1472197","Directed","1"
"12541","3595334","Directed","1"
"12541","13619913","Directed","1"
"12541","1303433","Directed","1"
"12541","6598222","Directed","1"
"12541","7021807","Directed","1"
"12541","6455555","Directed","1"
"12541","6513748","Directed","1"
"12541","871752","Directed","1"
"12541","11008832","Directed","1"
"12541","9856002","Directed","1"
"12541","1982843","Directed","1"
"3592235","10419380","Directed","1"
"3592235","5926431","Directed","1"
"3592235","5131331","Directed","1"
"3592235","1596350","Directed","1"
"3592235","3453549","Directed","1"
"3592235","1336722","Directed","1"
"3592235","451561","Directed","1"
"3592235","7436747","Directed","1"
"3592235","1982843","Directed","1"
"3592235","7621667","Directed","1"
"3592235","10258882","Directed","1"
"3592235","3891905","Directed","1"
"3592235","6422090","Directed","1"
"3592235","10647388","Directed","1"
"3592235","4518724","Directed","1"
"3592235","10647389","Directed","1"
"3592235","8136627","Directed","1"
"3592235","4433984","Directed","1"
"3592235","3483382","Directed","1"
"5120912","434263","Directed","1"
"5120912","6975822","Directed","1"
"5120912","3252571","Directed","1"
"5120912","1269584","Directed","1"
"5120912","3190246","Directed","1"
"5120912","451379","Directed","1"
"5120912","1178211","Directed","1"
"5120912","1853502","Directed","1"
"5120912","5546451","Directed","1"
"5120912","992986","Directed","1"
"5120912","3014046","Directed","1"
"5120912","4150760","Directed","1"
"5120912","3193511","Directed","1"
"5120912","11103205","Directed","1"
"5120912","8666231","Directed","1"
"5120912","1265436","Directed","1"
"5120912","8710471","Directed","1"
"5120912","11120356","Directed","1"
"9450602","11060158","Directed","1"
"9450602","788918","Directed","1"
"9450602","7744845","Directed","1"
"9450602","1957308","Directed","1"
"9450602","3761004","Directed","1"
"9450602","766470","Directed","1"
"9450602","10202855","Directed","1"
"9450602","4945396","Directed","1"
"9450602","8346572","Directed","1"
"9450602","4936620","Directed","1"
"9450602","1720175","Directed","1"
"9450602","103976","Directed","1"
"9450602","3164292","Directed","1"
"9450602","3559559","Directed","1"
"9450602","1670807","Directed","1"
"9450602","7188724","Directed","1"
"9450602","11508064","Directed","1"
"9450602","6909313","Directed","1"
"9450602","10931029","Directed","1"
"11018251","656644","Directed","1"
"11018251","704694","Directed","1"
"11018251","3966365","Directed","1"
"11018251","5926431","Directed","1"
"11018251","8465041","Directed","1"
"11018251","4450033","Directed","1"
"11018251","471472","Directed","1"
"11018251","13730031","Directed","1"
"11018251","8588874","Directed","1"
"11018251","11033774","Directed","1"
"1335378","3383930","Directed","1"
"1025280","10804374","Directed","1"
"1025280","656644","Directed","1"
"1025280","1122912","Directed","1"
"1025280","4269474","Directed","1"
"1025280","3561962","Directed","1"
"1025280","1589340","Directed","1"
"1025280","4668046","Directed","1"
"1025280","1167643","Directed","1"
"1025280","621937","Directed","1"
"1025280","4731677","Directed","1"
"1025280","3124900","Directed","1"
"1025280","3211304","Directed","1"
"1025280","3481909","Directed","1"
"1025280","10251400","Directed","1"
"1025280","10203654","Directed","1"
"1025280","11030916","Directed","1"
"1025280","11048582","Directed","1"
"1025280","11048583","Directed","1"
"332950","611663","Directed","1"
"332950","5305841","Directed","1"
"332950","1819083","Directed","1"
"332950","4569","Directed","1"
"332950","1167594","Directed","1"
"332950","46894","Directed","1"
"332950","464075","Directed","1"
"332950","23868","Directed","1"
"332950","6812832","Directed","1"
"332950","4116760","Directed","1"
"332950","5879266","Directed","1"
"332950","1506427","Directed","1"
"332950","4431","Directed","1"
"332950","3820500","Directed","1"
"332950","8535772","Directed","1"
"332950","8408571","Directed","1"
"332950","6540697","Directed","1"
"332950","11786982","Directed","1"
"1773569","8206851","Directed","1"
"1773569","5423482","Directed","1"
"1773569","11235043","Directed","1"
"1773569","2345638","Directed","1"
"1773569","1231899","Directed","1"
"1773569","1027719","Directed","1"
"1773569","7621668","Directed","1"
"1773569","8565406","Directed","1"
"1773569","4319792","Directed","1"
"1773569","1876057","Directed","1"
"1773569","3547329","Directed","1"
"1773569","1767605","Directed","1"
"1773569","3292921","Directed","1"
"1773569","11387812","Directed","1"
"1773569","8395230","Directed","1"
"1773569","8464449","Directed","1"
"1773569","11235044","Directed","1"
"1773569","11235045","Directed","1"
"3603873","451272","Directed","1"
"3603873","795661","Directed","1"
"3603873","1260157","Directed","1"
"3603873","4045010","Directed","1"
"3603873","6277267","Directed","1"
"3603873","412917","Directed","1"
"3603873","4731677","Directed","1"
"3603873","4417069","Directed","1"
"3603873","3119556","Directed","1"
"3603873","11353087","Directed","1"
"3603873","11353088","Directed","1"
"3603873","214354","Directed","1"
"3603873","9231766","Directed","1"
"3603873","7846414","Directed","1"
"3603873","11353089","Directed","1"
"3603873","6845060","Directed","1"
"3603873","11151883","Directed","1"
"3603873","3030100","Directed","1"
"2414127","12576421","Directed","1"
"2414127","10436176","Directed","1"
"2414127","3348178","Directed","1"
"2414127","788903","Directed","1"
"2414127","1617256","Directed","1"
"2414127","9058562","Directed","1"
"2414127","2286188","Directed","1"
"2414127","2194798","Directed","1"
"2414127","5731566","Directed","1"
"2414127","6269780","Directed","1"
"2414127","5305841","Directed","1"
"2414127","9357076","Directed","1"
"2414127","6277267","Directed","1"
"2414127","1106067","Directed","1"
"2414127","4449711","Directed","1"
"2414127","9203528","Directed","1"
"2414127","706953","Directed","1"
"2414127","11184524","Directed","1"
"2414127","11306922","Directed","1"
"2414127","4442569","Directed","1"
"2414127","11306918","Directed","1"
"2414127","11306916","Directed","1"
"2572228","1431656","Directed","1"
"2572228","5788330","Directed","1"
"2572228","952232","Directed","1"
"2572228","438501","Directed","1"
"2572228","8179407","Directed","1"
"2572228","1466628","Directed","1"
"2572228","3999889","Directed","1"
"2572228","2430483","Directed","1"
"2572228","1360697","Directed","1"
"2572228","10147496","Directed","1"
"2572228","11396559","Directed","1"
"2572228","11396560","Directed","1"
"2572228","11396561","Directed","1"
"2572228","11396562","Directed","1"
"2572228","5805978","Directed","1"
"2572228","7751841","Directed","1"
"2572228","11603454","Directed","1"
"2260872","659233","Directed","1"
"2260872","3561962","Directed","1"
"2260872","5305841","Directed","1"
"2260872","2281292","Directed","1"
"2260872","11118047","Directed","1"
"2260872","1299011","Directed","1"
"2260872","505323","Directed","1"
"2260872","474774","Directed","1"
"2260872","3713653","Directed","1"
"2260872","219967","Directed","1"
"2260872","5249562","Directed","1"
"2260872","2821544","Directed","1"
"2260872","9470554","Directed","1"
"2260872","710211","Directed","1"
"2260872","8485910","Directed","1"
"2260872","11137913","Directed","1"
"2260872","13584607","Directed","1"
"2260872","9709994","Directed","1"
"6682160","1302330","Directed","1"
"6682160","659233","Directed","1"
"6682160","6763","Directed","1"
"6682160","542498","Directed","1"
"6682160","1388463","Directed","1"
"6682160","2596365","Directed","1"
"6682160","1907272","Directed","1"
"6682160","1778703","Directed","1"
"6682160","1659141","Directed","1"
"6682160","3601766","Directed","1"
"6682160","3808948","Directed","1"
"6682160","4521975","Directed","1"
"6682160","990671","Directed","1"
"6682160","3472571","Directed","1"
"6682160","25627","Directed","1"
"6682160","11044361","Directed","1"
"6682160","10484265","Directed","1"
"6682160","4317833","Directed","1"
"1159647","656644","Directed","1"
"1159647","1241985","Directed","1"
"1159647","3190972","Directed","1"
"1159647","2217498","Directed","1"
"1159647","1493836","Directed","1"
"1159647","4445116","Directed","1"
"1159647","9203528","Directed","1"
"1159647","5899377","Directed","1"
"1159647","1249077","Directed","1"
"1159647","3632004","Directed","1"
"1159647","2265217","Directed","1"
"1159647","1267095","Directed","1"
"1159647","5208689","Directed","1"
"1159647","10616521","Directed","1"
"1159647","9767719","Directed","1"
"1159647","6134773","Directed","1"
"1159647","226","Directed","1"
"1159647","1017633","Directed","1"
"1804614","6763","Directed","1"
"1804614","442479","Directed","1"
"1804614","3508604","Directed","1"
"1804614","9413387","Directed","1"
"1804614","10881190","Directed","1"
"1804614","7102","Directed","1"
"1804614","6598222","Directed","1"
"1804614","6795","Directed","1"
"1804614","1229940","Directed","1"
"1804614","1571487","Directed","1"
"1804614","6764","Directed","1"
"1804614","3881720","Directed","1"
"1804614","790858","Directed","1"
"1804614","7796669","Directed","1"
"1804614","8258237","Directed","1"
"1804614","10881182","Directed","1"
"1804614","7051564","Directed","1"
"1804614","10006258","Directed","1"
"1804614","10881178","Directed","1"
"2480204","10899591","Directed","1"
"2480204","4173131","Directed","1"
"2480204","2085856","Directed","1"
"2480204","970210","Directed","1"
"2480204","8485910","Directed","1"
"2480204","451307","Directed","1"
"2480204","9096966","Directed","1"
"2480204","2435847","Directed","1"
"2480204","1795232","Directed","1"
"2480204","7807672","Directed","1"
"2480204","11188134","Directed","1"
"2480204","2965625","Directed","1"
"2480204","9839678","Directed","1"
"2480204","2355526","Directed","1"
"2480204","1784255","Directed","1"
"2480204","9818611","Directed","1"
"2480204","7762352","Directed","1"
"2480204","11188152","Directed","1"
"2831530","1012529","Directed","1"
"2831530","13040279","Directed","1"
"2831530","1381801","Directed","1"
"2831530","5305841","Directed","1"
"2831530","3848064","Directed","1"
"2831530","2043","Directed","1"
"2831530","4569","Directed","1"
"2831530","1213227","Directed","1"
"2831530","10885597","Directed","1"
"2831530","1428293","Directed","1"
"2831530","6442009","Directed","1"
"2831530","1017633","Directed","1"
"2831530","3315894","Directed","1"
"2831530","3169069","Directed","1"
"2831530","447240","Directed","1"
"2831530","3711178","Directed","1"
"2831530","12625016","Directed","1"
"2831530","12638791","Directed","1"
"9227039","1300009","Directed","1"
"9227039","11099717","Directed","1"
"9227039","9424142","Directed","1"
"9227039","643350","Directed","1"
"9227039","2209765","Directed","1"
"9227039","6442009","Directed","1"
"9227039","1372788","Directed","1"
"9227039","6489927","Directed","1"
"9227039","10791067","Directed","1"
"9227039","1480555","Directed","1"
"9227039","442470","Directed","1"
"9227039","9227040","Directed","1"
"9227039","3189957","Directed","1"
"9227039","591341","Directed","1"
"9227039","10982332","Directed","1"
"9227039","7488708","Directed","1"
"9227039","2409622","Directed","1"
"9227039","10982333","Directed","1"
"9227039","10982334","Directed","1"
"1892252","149822","Directed","1"
"1892252","10436176","Directed","1"
"1892252","788903","Directed","1"
"1892252","665555","Directed","1"
"1892252","1584129","Directed","1"
"1892252","1794460","Directed","1"
"1892252","5731566","Directed","1"
"1892252","1388463","Directed","1"
"1892252","2690647","Directed","1"
"1892252","1213227","Directed","1"
"1892252","990671","Directed","1"
"1892252","1284108","Directed","1"
"1892252","787462","Directed","1"
"1892252","430809","Directed","1"
"1892252","2240997","Directed","1"
"1892252","5399971","Directed","1"
"1892252","9920157","Directed","1"
"1892252","11143083","Directed","1"
"1892252","11143084","Directed","1"
"1892252","1995659","Directed","1"
"4318159","3070408","Directed","1"
"4318159","5926431","Directed","1"
"4318159","7517010","Directed","1"
"4318159","5607349","Directed","1"
"4318159","3818286","Directed","1"
"4318159","10772522","Directed","1"
"4318159","9556934","Directed","1"
"4318159","3601766","Directed","1"
"4318159","3795810","Directed","1"
"4318159","5189611","Directed","1"
"4318159","10944488","Directed","1"
"4318159","9508122","Directed","1"
"4318159","11441146","Directed","1"
"4318159","8960132","Directed","1"
"4318159","12696923","Directed","1"
"4318159","11003464","Directed","1"
"4318159","13031333","Directed","1"
"4318159","10852603","Directed","1"
"1223910","8624073","Directed","1"
"1223910","13619913","Directed","1"
"1223910","3966456","Directed","1"
"1223910","821","Directed","1"
"1223910","802080","Directed","1"
"1223910","3379444","Directed","1"
"1223910","5452875","Directed","1"
"1223910","315508","Directed","1"
"1223910","9979618","Directed","1"
"1223910","3123870","Directed","1"
"1223910","10359822","Directed","1"
"1223910","10359823","Directed","1"
"1223910","12644304","Directed","1"
"1223910","10560858","Directed","1"
"1223910","381735","Directed","1"
"1223910","3822682","Directed","1"
"1223910","13180555","Directed","1"
"1223910","10794406","Directed","1"
"5326250","5317125","Directed","1"
"5326250","4495174","Directed","1"
"5326250","474774","Directed","1"
"5326250","4167503","Directed","1"
"5326250","3119274","Directed","1"
"5326250","10562602","Directed","1"
"5326250","10562603","Directed","1"
"5326250","8501265","Directed","1"
"5326250","10054814","Directed","1"
"5326250","10562605","Directed","1"
"5326250","10554051","Directed","1"
"5326250","10527764","Directed","1"
"5326250","10562606","Directed","1"
"5326250","10562607","Directed","1"
"5326250","10562608","Directed","1"
"5326250","7955935","Directed","1"
"5326250","9357081","Directed","1"
"5326250","10444137","Directed","1"
"1893457","709359","Directed","1"
"1893457","952232","Directed","1"
"1893457","5947725","Directed","1"
"1893457","2472901","Directed","1"
"1893457","5899377","Directed","1"
"1893457","13031333","Directed","1"
"1893457","4335","Directed","1"
"1893457","5744729","Directed","1"
"1893457","5526917","Directed","1"
"1893457","4141638","Directed","1"
"1893457","1199153","Directed","1"
