"Id","Label","ratingAvg","ratedbyAvg","grossAvg"
10587024,"Sarkar Sahith",0,0,0
10352157,"Yogesh Mishra",0,0,0
10831427,"Harjit Rick",8.6,0,0
1272557,"Miraq Mirza",0,0,0
11017595,"Prakruthy",0,0,0
10245024,"Manoj Sharma",0,0,0
9767985,"Suvendu Ghosh",0,0,0
3282824,"Sohan Lal India",0,0,0
9515389,"Aslam Basha Shaik",0,0,0
10322559,"Neelam r Singh",8.6,0,0
1110178,"Susant Misra",8.7,0,0
10244866,"Shoib Nikash Shah",0,0,0
708010,"R.V. Ramani",0,0,0
6621839,"Ashok K Mishra",0,0,0
4003178,"Gurvinder Singh",6.95,0,0
10386230,"Sunit Sinha",8.3,0,0
9003717,"Nitin Chaudhary",8.8,0,0
10379093,"Sanjay Singh Negi",6,0,0
10436175,"Narayan k Sahu",5.7,0,0
2287420,"Sunil Pal",0,0,0
7300002,"Debesh Meher",4.5,0,0
6052003,"Debarati Gupta",7.2,0,0
2614127,"Munish Sharma",0,0,0
10676582,"S. Kumar",0,0,0
10338636,"Ashfaque Shaikh",8.4,0,0
849195,"Lekh Tandon",8.8,0,0
2770124,"Abhik Bhanu",4.4,0,0
4465211,"Ajay Yadav",0,0,0
1687944,"Rahat Kazmi",0,0,0
9429255,"Sharad Raj",0,0,0
8788375,"Deepak Nair",0,0,0
4976599,"Tarun s Bisht",5.7,0,0
11033823,"Rajesh Ramdev Ram",8.2,0,0
9978337,"Sanjay Niranjan",5.9,0,0
10169157,"Deekshit Kaul",5.2,0,0
7066115,"Kshitij Sharma",5.7,0,0
4639088,"Kamal Chandra",2.5,0,0
10862339,"Yash Babu",0,0,0
9325150,"Anjanikumar Tripathi",8.9,0,0
10569062,"Ravi Sinha",0,0,0
10245003,"Hadi ali Abar",3.3,0,0
11030136,"B.K. Singh",7.9,0,0
10172561,"Ajeet Kumar",0,0,0
3750312,"Gaurav Bakshi",7,0,0
315912,"Partho Ghosh",0,0,0
9957721,"Laxman Singh",6.9,0,0
11008779,"Rudra Patla Venugopal",0,0,0
10820081,"Veer Narayan",0,0,0
4267960,"Nikhil Allug",7.8,0,0
10053290,"Himanshu Yadav",8.7,0,0
4278403,"Stanley Joseph",7.4,0,0
4996262,"Navin Batra",0,0,0
10419373,"Munni Pankaj",8.9,0,0
5552734,"Dinkar Rao",9.5,0,0
9569748,"Tariq Bhat",5.23636363636364,0,0
10544526,"Murari Sinha",8.7,0,0
10514492,"Rahul Kumar Shukla",5.4,0,0
12228098,"Maan Rajnish",0,0,0
5059371,"Samarth Lahri",0,0,0
9151827,"Akash Goila",5.4,0,0
7015905,"Achyut Prashast Singh",0,0,0
7349962,"Harish Raut",0,0,0
6901818,"Zaigham Imam",7.2,0,0
6386285,"Mayur Hardas",7.5,0,0
9552410,"Satya Prakash Choudhary",0,0,0
8441566,"Shantanu Anant Tambe",3.4,0,0
1210805,"Ganesh Shetty",0,0,0
8819601,"Banty Dubey",8.4,0,0
8796450,"Pushkar Manohar",5.7,0,0
3933090,"Vierendrra Lalit",8.6,0,0
8698556,"Aziz Zee",4.4,0,0
8730480,"Sandeep Kumar",0,0,0
1945271,"N.S. Raj Bharath",0,0,0
11180002,"Aditi Roy",7.575,0,0
13918578,"Rahul Vaniya",5.6,0,0
660967,"Pankaj Parashar",0,0,0
4417282,"Priyanka Tanwar",0,0,0
8968432,"Unmesh Kabre",0,0,0
7812649,"Lal Vijay Shahdeo",6.85,0,0
2187722,"Vijay Bhola",0,0,0
4199076,"Sandeep Mohan",0,0,0
10531593,"Santosh Kashyap",9.1,0,0
11070148,"Kislay",7.9,0,0
2683141,"Bhavna Talwar",7.6,0,0
7840985,"Raju Desai",6.4,0,0
10552034,"Amit Agarwal",4.5,0,0
10960648,"Arvind Pandey",7.75,0,0
1091273,"Yogendra Singh",7.61666666666667,0,0
6320183,"Kumaar Aadarsh",5.32142857142857,0,0
3272001,"Manoj Palrecha",6.8,0,0
10425368,"Sandeep Pandey",7.1,0,0
9894538,"Suraj Tiwari",8.3,0,0
1773859,"Nandlal Nayak",0,0,0
10706761,"Pankaj Kr Virat",3.7,0,0
10121343,"Nayan Pachori",4.7,0,0
10031648,"Dheeraj Pandit",4,0,0
7460494,"Sagar Pathak",8.7,0,0
10755767,"Dhruv Sachdev",8.3,0,0
9057289,"Ovais Khan",4.5,0,0
10352175,"Mitali Ghoshal",5.9,0,0
8196334,"Raajeev Walia",0,0,0
4538242,"Rupesh Paul",0,0,0
10213476,"Saheem Khan",6,0,0
8337396,"Ram Kamal Mukherjee",7.1,0,0
2890826,"Nitin Kumar Gupta",0,0,0
9283573,"Asif Khan",0,0,0
11066041,"Dhirendra M. Dimri",0,0,0
9845146,"Uttar Kumar",0,0,0
8387661,"Daksh Pandya",7,0,0
2124532,"Manoj Shidheshwari Tiwari",6.5,0,0
1302401,"Chandrakant Singh",4.2,0,0
3281220,"Gajendra Shanker Shrotriya",6.3,0,0
5416660,"Mahesh Rajmane",7.6,0,0
5384781,"Sudeshna Banerjee",0,0,0
5070939,"Ghorban Mohammadpour",2.5,0,0
1848132,"Sanjiv Jaiswal",4.2,0,0
11093717,"Vishan Yadav",0,0,0
11770364,"Raj",0,0,0
4853354,"Aditya Sarpotdar",7.7,0,0
1590021,"Rajesh Babbar",7.1,0,0
1376455,"Manoj Singh",4.3,0,0
2967962,"Sohail Tatari",5.7,0,0
10798519,"Rafat Abbas Ali",0,0,0
315872,"Goutam Ghose",8,0,0
2714975,"Ravi Godse",8.1,0,0
1386952,"Soumitra Ranade",5.6,0,0
3754410,"Shekhar S. Jha",8.7,0,0
4596095,"Abhijit Kokate",4.8,0,0
9902054,"G. Suman Reddy",7.1,0,0
11062464,"Vinod Kamble",9.4,0,0
8393092,"Shekhar Sirrinn",5.8,0,0
1064300,"Shiva Rindani",0,0,0
787447,"Kashmira Shah",0,0,0
2172369,"Taranjiet Singh Namdhari",7.3,0,0
7125624,"Aarun Nagar",0,0,0
10464835,"Khan Aleena",9.3,0,0
4151761,"Nikhil Pherwani",7,0,0
10406553,"Shakti",8.4,0,0
8645748,"Vishal Mishra",0,0,0
10436203,"Abhinav Thakur",9.2,0,0
2301454,"Vikas Khanna",7.8,0,0
2366197,"Faruk Kabir",6.38181818181818,0,0
3932593,"Ankush Bhatt",1.7,0,0
4473728,"Rohit Arora",5.2,0,0
2167702,"Arshad Siddiqui",7.5,0,0
3973347,"Rajni Basumatary",8.3,0,0
2710488,"Rajiv S. Ruia",0,0,0
10369756,"Rajiev Dhingra",6.8,0,0
4766248,"Pia Sukanya",4.5,0,0
10852088,"Mama",5.9,0,0
1462820,"Ashwini Chaudhary",5.2,0,0
3114227,"Sanjay Puran Singh Chauhan",8.7,0,0
1880447,"Irene Zoe Alameda",5.9,0,0
10443374,"Abhishek Dixit",0,0,0
10342614,"Brijesh Batuknath Tripathi",2.9,0,0
3745186,"Aditya Kripalani",7.459375,0,0
2207254,"Rakesh Sawant",0,0,0
9808683,"Saki Shah",9.09090909090909,0,0
4466728,"Manish Vatssalya",4.8,0,0
10246130,"Navarasan",8.3,0,0
5805321,"Mahendra Teredesai",4.9,0,0
4827297,"Brahmanand S. Singh",6.9,0,0
2321771,"Smeep Kang",4.6,0,0
10406188,"Shiraz Henry",8.33684210526316,0,0
1011407,"Irfan Kamal",6.3,0,0
4501231,"Megha Ramaswamy",5.2,0,0
11167476,"Rajvir Singh",0,0,0
7110450,"Qasim Khallow",6.9,0,0
4083927,"Manoj K. Jha",6.9,0,0
1953471,"Shubham Singh",5.3,0,0
4533509,"Rakesh Ranjan Kumar",4.5,0,0
6475928,"Vijay Jayapal",5.8,0,0
4316542,"Udai Singh Pawar",6.7,0,0
1318578,"Tannishtha Chatterjee",6.75,0,0
8744023,"Lalit Mohan",4.4,0,0
223606,"Tigmanshu Dhulia",0,0,0
3221483,"Navaniat Singh",4.2,0,0
9890218,"Snehashish Mondal",8.9,0,0
5136123,"Avinash Dhyani",0,0,0
5043119,"Safdar Rahman",6.5,0,0
8072718,"Kaustav Narayan Niyogi",3.3,0,0
1022024,"Bhushan Patel",2.8,0,0
1335451,"Gitanjali Rao",6.4,0,0
4888717,"Anamika Haksar",6.9,0,0
84439,"Neil Biswas",5.6,0,0
3595665,"Thiru",5.4,0,0
1028138,"Sikander Bharti",2.1,0,0
6252943,"Harish Vyas",5.3,0,0
2752754,"Sarthak Dasgupta",7.00689655172414,0,0
8360000,"Ashish Aryan",6.2,0,0
6754527,"Abhijit Panse",5.3,0,0
1819881,"Rohit Jugraj",4.3,0,0
1326535,"Sundar C.",4.6,0,0
11062254,"Sameer Joshi",6.3,0,0
219971,"Sunny Deol",4.58421052631579,0,0
2556572,"Jeong-beom Lee",6.8,0,0
80333,"Vikram Bhatt",4.52162162162162,0,0
2955107,"Raj Kumar Gupta",4.7,0,0
4726499,"Mangesh Hadawale",5.8,0,0
3797575,"Srijit Mukherji",7.8,0,0
1160374,"Tarun Mansukhani",4.4,0,0
9547238,"Fahim Irshad",7.8,0,0
3172019,"Sourabh Shrivastava",4.984,0,0
2435139,"Ashwin Shetty",7,0,0
2771884,"Alankrita Shrivastava",5.5,0,0
3758453,"Radha Krishna Jagarlamudi",6.15,0,0
6814179,"Arati Kadav",5.6,0,0
3221779,"Bugs Bhargava Krishna",7.26666666666667,0,0
3034399,"Shilpi Dasgupta",4.3,0,0
1668634,"Prakash Kovelamudi",6,0,0
1322477,"Abhishek Chaubey",6.89354838709677,0,0
12275730,"Shravankumar Tiwari",5.2,0,0
438494,"Rajat Kapoor",6.94545454545455,0,0
6562898,"Annant Jaaitpaal",4.6,0,0
9664944,"Shelly Chopra Dhar",5.6,0,0
1293225,"Omung Kumar",0,0,0
6372816,"Nicholas Kharkongor",6.9,0,0
2369662,"Suman Ghosh",6.8,0,0
11075942,"Samit Basu",5.5,0,0
5068738,"Naman Nitin Mukesh",5.4,0,0
5040636,"Cherag Ruparel",7.9,0,0
409791,"Indra Kumar",4.2,0,0
2559488,"Deva Katta",5.8,0,0
11049751,"Debamitra Biswal",5.8,0,0
4173030,"Vishwesh Krishnamoorthy",6.5,0,0
5592581,"Rajiv Chilaka",5.4,0,0
1677976,"S Krishna",6.2,0,0
11873501,"Wanphrang Diengdoh",6.6,0,0
7704616,"Prateek Vats",7.2,0,0
4897775,"Prashant Singh",0,0,0
2391751,"Abhishek Pathak",6.9,0,0
2039261,"Ashok Nanda",5.1,0,0
2265536,"Soumik Sen",6.1,0,0
5880364,"Behzad Khambata",6.1,0,0
5014824,"Mikhil Musale",6.2,0,0
9049092,"Vijay Ratnakar Gutte",6,0,0
1322099,"Akiv Ali",6.5,0,0
1966139,"Sachin Yardi",6.5,0,0
788855,"Abhishek Sharma",0,0,0
5579635,"Jagan Shakti",6.5,0,0
63357,"Anees Bazmee",3.2,0,0
2024446,"Aditya Datt",5.9,0,0
2590164,"Laxman Utekar",6.3,0,0
1179457,"Milap Zaveri",3.85,0,0
1260157,"Seema Pahwa",7.27083333333333,0,0
5121513,"Jonathan Augustin",7.2,0,0
1473010,"Robbie Grewal",6.6,0,0
3971343,"Gopi Puthran",7.3,0,0
1571874,"Tushar Hiranandani",7.7,0,0
3442103,"Chakri Toleti",3.5,0,0
751080,"Chuck Russell",5.5,0,0
7447165,"Raaj Shaandilyaa",7,0,0
222150,"Prabhu Deva",2.50789473684211,0,0
3262433,"Raj Mehta",6.8,0,0
2859182,"Nitin Kakkar",7.1,0,0
12541,"Nikkhil Advani",7.05945945945946,0,0
3592235,"Ritesh Batra",6.8,0,0
5120912,"Ajay Bahl",8.1,0,0
9450602,"Gowtam Tinnanuri",8.5,0,0
11018251,"Prashant Johari",4.6,0,0
1335378,"V.K. Prakash",9.2,0,0
1025280,"Anubhav Sinha",7.55,0,0
332950,"Ashutosh Gowariker",5.2,0,0
1773569,"Shonali Bose",7.6,0,0
3603873,"Amar Kaushik",7.3,0,0
2414127,"Mudassar Aziz",5.8,0,0
2572228,"Jeethu Joseph",5.4,0,0
2260872,"Farhad Samji",3.5,0,0
6682160,"Sujeeth",5,0,0
1159647,"Punit Malhotra",2.1,0,0
1804614,"Ali Abbas Zafar",4.7,0,0
2480204,"Navdeep Singh",7.2,0,0
2831530,"Abhishek Varman",3.5,0,0
9227039,"Sandeep Reddy Vanga",7,0,0
1892252,"Vivek Agnihotri",7.372,0,0
4318159,"Nitesh Tiwari",6.8,0,0
1223910,"Sujoy Ghosh",7.8,0,0
5326250,"Anurag Singh",7.4,0,0
1893457,"Siddharth Anand",6.5,0,0
15295,"Zoya Akhtar",6.15,0,0
2336554,"Aditya Dhar",8.2,0,0
2134474,"Vikas Bahl",7.9,0,0
7992231,"Lokesh Kanagaraj",7.9,0,0
11953924,"Moazzam Khan",0,0,0
10578566,"Sunny Mandavarra",0,0,0
9412892,"Rahul Verma",0,0,0
10690374,"Mikki Koomar",0,0,0
9357395,"Vijay Roche",0,0,0
8188428,"Dhriti Pati Sarkar",0,0,0
12554091,"Ram Tiwari",0,0,0
1912191,"Sabir Shaikh",0,0,0
13310969,"Subhra Chakraborty",0,0,0
7118529,"Mohan Das",0,0,0
11360926,"Naazim Khan",0,0,0
12094435,"Rupesh Kumar Singh",0,0,0
7855342,"Vinay Agrahari",0,0,0
11671854,"Alokk Srivastava",0,0,0
12522656,"Saif Ali Sayeed",9.2,0,0
12923847,"Brar Gurvik",0,0,0
12008419,"Rajesh Sarma",0,0,0
1964139,"Manav Kaul",0,0,0
13772991,"Sudhansu Shripat",0,0,0
12505010,"Prashant Kumar",0,0,0
10323508,"Ganesh Loke",0,0,0
11893932,"Shreya Rastogi",0,0,0
12862817,"Anwesh Chatterjee",0,0,0
8904403,"Vivek Anchalia",0,0,0
2131358,"Ramchandra P.N.",0,0,0
11221648,"Saurabh Karanje",0,0,0
8595759,"Hashim Azmi",0,0,0
11269252,"Dinesh Kunder",0,0,0
10372641,"Mohammad Zahid Ahmed",0,0,0
12012819,"Vivek Sharama",0,0,0
11429918,"Rizwan Denial",0,0,0
13194941,"Mani Sinha",0,0,0
11045188,"Gaurav Ratnakar",0,0,0
11076906,"Shaik Khaja Hussain",7,0,0
11099983,"Prarjun Majumder",0,0,0
10883700,"Tarun Rastogi",0,0,0
11233680,"Anurag Jha",0,0,0
11366619,"Shashank Dandotiya",0,0,0
9240358,"Badrinath Sabat",0,0,0
11249357,"Pratap Kumar",0,0,0
3764089,"Sunil Varma",0,0,0
9908724,"Jimpa Sangpo Bhutia",0,0,0
8513248,"Vatsa",0,0,0
9362153,"Jeetendar Srivastav",0,0,0
10416283,"Deepak Bhardwaj",0,0,0
11659333,"Jha Nitesh",0,0,0
12290510,"Shambhu Purohit",0,0,0
11226170,"Saswat Sahoo",0,0,0
9626098,"Arhaan",0,0,0
9147787,"Eklavya Sakpal",0,0,0
11198689,"Alok Naagar",0,0,0
12860139,"Mohd Arif",0,0,0
4049779,"Robert Johnson",0,0,0
12013194,"Pran",0,0,0
8802645,"Abhijeet More",0,0,0
13975602,"Vaibhav Dixit",0,0,0
10977008,"C.L. Prasad",0,0,0
12614405,"Nitesh Sinha",0,0,0
11638021,"Sajan Agarwal",0,0,0
9694822,"Akbar Quadri",8.4,0,0
7769257,"Prince Khan",0,0,0
12716071,"Meenakshi Vinay Rai",8.15714285714286,0,0
13477715,"Mansa",9.6,0,0
4624875,"Sharadsingh Thakur",0,0,0
10306464,"Shailendra Singh Rajput",7.2,0,0
9050955,"Ritesh Shetty",10,0,0
4822616,"Madhulika Jalali",0,0,0
4377691,"Sudhish Kumar",0,0,0
7034358,"Shivrajj J.D. Khuman",0,0,0
11559723,"Team Trigger Happy",0,0,0
4190892,"Kush Badhwar",0,0,0
11225836,"Keshav Arya",5.6,0,0
8749845,"Amrit Raj Thakur",8.2,0,0
11317412,"R.k. Sharma",3.9,0,0
4189795,"Mukesh Raaj Singh",0,0,0
13888900,"Balendu D. Kaushik",0,0,0
11231601,"Kritn Ajitesh",0,0,0
11191438,"Arvind Singh Sirohi",0,0,0
12460000,"Rajat Kumar Chaturvedi",8.8,0,0
11338157,"Amrinder Goraya",0,0,0
11941310,"Parth Sharma",9.3,0,0
5581835,"Abhishek Dogra",0,0,0
2874958,"Rajesh Ganguly",0,0,0
8531260,"Sagar Joshi",0,0,0
10424304,"Amman Advaita",0,0,0
11853613,"Bhaskar Banerjee",0,0,0
10501191,"Mustajab Malik",8,0,0
11424450,"Karunesh Kishan",0,0,0
1662277,"Shreyas Talpade",0,0,0
11744229,"Prem Sagar Singh",0,0,0
1515299,"Ashwini Malik",8.5,0,0
6245761,"Akshay Indikar",6.5,0,0
11482502,"Azaad Bharti",0,0,0
8791033,"Aditya Bharadwaj",0,0,0
11227778,"Dushyant Pratap Singh",6.4,0,0
5016557,"Deyali Mukherjee",0,0,0
1018908,"Vivek Sharma",4.725,0,0
6930189,"Sachin Kumar Srivastava",0,0,0
12054021,"Shyam Bharteey",9.3,0,0
1733404,"Preetam Naik",0,0,0
7375738,"Priyanka Singh",0,0,0
10618332,"Marina Libik",6.9,0,0
9149434,"Ashish Yadav",0,0,0
6501491,"Rahul Tiwari",0,0,0
11102932,"Saurabh Gulab Rao",8.6,0,0
12324954,"Govind Mishra",8.82727272727273,0,0
9231765,"Vijay Suthar",8.8,0,0
7156665,"Suzad Iqbal Khan",5.3,0,0
11883129,"Ashish Kumar Kashyap",0,0,0
10972901,"Deepak Baldev",8,0,0
12188308,"Supriya Khan",8.9,0,0
5457042,"Poojan H. Shah",0,0,0
5780103,"Zubair Khan",7.6,0,0
11430405,"Shashank Kumar",7.8,0,0
11116195,"Vipin k Sethie",5.2,0,0
12104628,"Atish Tripathi",7.4,0,0
3942705,"Pratyush Sharma",9.4,0,0
1940000,"Manoj Giri",0,0,0
11659677,"Aditya Singh",9.6,0,0
6295660,"Sanamjit Singh Talwar",0,0,0
12041532,"Rajat Bhardwaj",9.3,0,0
467683,"Rajan Kothari",7.3,0,0
3205822,"Ajay Lohan",0,0,0
9878256,"Prasadh Inamdar",0,0,0
2431707,"Dheeraj Berry",0,0,0
13884034,"Vishesh Iyer",0,0,0
5118944,"Binu Bhaskar",8,0,0
6518742,"Tushar Waghela",6.6,0,0
13327106,"Subhra Chakraborty",0,0,0
9719626,"Aishwary Dubey",0,0,0
1018906,"Jagdish A. Sharma",0,0,0
10940621,"Dinesh Parihar",9.7,0,0
11358357,"Haresh Vyas",8,0,0
12163218,"Vikrant More",0,0,0
11770332,"Desparado",0,0,0
5509584,"Israr Ahmed",0,0,0
12575761,"Ips Gill",8.6,0,0
8054117,"Anuj Tyagi",0,0,0
11150329,"Kethireddy Jagadhishwara Reddy",0,0,0
1645290,"Hidayat Khan",5.5,0,0
10367700,"Sunny Kumar",0,0,0
11446626,"Prince Kashyap",0,0,0
11981856,"Prabhu Rathod",8.8,0,0
4776045,"Ejaz Ahmed",0,0,0
1462821,"Kumud Chaudhary",6.4,0,0
13884036,"Rajendra Janglay",0,0,0
11770328,"Priya Dutta",0,0,0
1864792,"Leon Rodriguez",0,0,0
3785643,"Ritam Srivastav",7.7,0,0
12194313,"Tanveer Hashmi",4.80909090909091,0,0
3213798,"Shahnawaz Baqal",4.9,0,0
11269669,"Vikas Kavthekar",7.7,0,0
7501885,"Debatma Mandal",6.675,0,0
12306377,"Arvind Pratap",9.2,0,0
1422152,"Avinash Walzade",8.29,0,0
11348892,"Devansh Srivastava",9.6,0,0
3764951,"Indrajit Lankesh",3.3,0,0
11122426,"Dinkar Kapoor",5.8,0,0
11792500,"Mohit Priyadarshi",7.6,0,0
7739699,"Rajesh Mittal",10,0,0
13507969,"Parvez Alam",7.3,0,0
13883710,"Mukesh Sharma",0,0,0
44337,"Baba Azmi",6.7,0,0
10213764,"Prem Soni",0,0,0
11843395,"Shiv Hare",7.7,0,0
9315515,"Raka",5.6,0,0
10882195,"Hemant N Mishra",7.625,0,0
8321157,"Tanvi Gandhi",3.5,0,0
1342923,"Lalit Marathe",5.9,0,0
12152782,"Dinesh Giri",0,0,0
7799059,"Jaimin Bal",0,0,0
1245377,"Bipin Nadkarni",7.4,0,0
3975202,"Tanuj Bhramar",4.4,0,0
11420721,"Mohsin Abrar",8.4,0,0
5144891,"Sanjay Amar",5.7,0,0
11770361,"Rahul",0,0,0
9934271,"Pankaz Singh Tanwar",4.7,0,0
3163527,"Shekkhar Suri",5.9,0,0
5443077,"Ravi Adhikari",7.2,0,0
3076383,"Ranjeet Gupta",5.2,0,0
6294157,"Nachiket Samant",7.4,0,0
11072478,"Anees Barudwale",8.3,0,0
6853440,"Jayveer Panghaal",3.8,0,0
8300759,"Ranjan Chandel",7.3,0,0
4332182,"Kanwal Sethi",6.1,0,0
9136169,"Jugal Raja",7.2,0,0
7815553,"Ratan Sil Sarma",5.7,0,0
10009866,"Murugan V.",0,0,0
8088065,"Sunder Pal",6.2,0,0
8667439,"Manoj Rai",6.1,0,0
14102872,"MG Gupta Govinda",0,0,0
1189376,"Sanjay Gadhvi",4.7,0,0
7051453,"Amjad Khan",2.5,0,0
5496245,"Prakash Satam",7.3,0,0
10689808,"Karan Vishwanath Kashyap",4.2,0,0
4082640,"Neeraj Udhwani",5.9,0,0
5159735,"Bishnu Dev Halder",6.4,0,0
3621376,"Pushpendra Singh",0,0,0
1399259,"Sidharth Srinivasan",5,0,0
6500222,"Pushpendra Nath Misra",5.6,0,0
850247,"Sooni Taraporevala",7.5,0,0
4750968,"Ashok G.",4,0,0
3060590,"Devanshu Singh",6.86,0,0
6405127,"Ivan Ayr",6.6,0,0
4548536,"Faisal Kapdi",3.1,0,0
7444979,"Dedipya Joshii",7.1,0,0
5706381,"Sneha Taurani",6.3,0,0
422552,"Prakash Jha",8.13571428571429,0,0
223522,"David Dhawan",4.2,0,0
11770344,"Sandeep Patra",0,0,0
4800083,"Abir Sengupta",3.3,0,0
1436693,"A.R. Murugadoss",6,0,0
11231426,"Sanjeev Kumar Rajput",0,0,0
3148937,"Apurva Dhar Badgaiyann",6.9,0,0
5823917,"Prabhakar Meena Bhaskar Pant",6.2,0,0
5501766,"Bhanu Pratap Singh",0,0,0
6436658,"Ashwiny Iyer Tiwari",6.8,0,0
4890715,"Gunveen Kaur",5.3,0,0
1126068,"Meghna Gulzar",6.34615384615385,0,0
6095820,"Randeep Jha",7,0,0
7996207,"Navjot Gulati",3.7,0,0
9159094,"Sandeep Raj",8.2,0,0
11933124,"M. Gani",9,0,0
1335606,"Terrie Samundra",3.5,0,0
13910420,"Manish Soni",6.03,0,0
10493873,"Agasthya Manju",7.3,0,0
539573,"Girish Malik",6.8,0,0
576554,"Hansal Mehta",6.64210526315789,0,0
3806726,"Hitesh Kewalya",5.8,0,0
3501774,"Anant Tripathi",4.9,0,0
2534222,"Maqbool Khan",2.4,0,0
11789209,"Naman",9.3,0,0
4448483,"Krishna Bhatt",0,0,0
13963103,"ALi Khan AK",5.6,0,0
9631956,"Gagan Puri",6.1,0,0
7278299,"Anu Menon",0,0,0
3262773,"Ashish R. Shukla",7.2,0,0
2028533,"Puneet Khanna",5.7,0,0
2349060,"Bejoy Nambiar",7.4,0,0
6765,"Vidhu Vinod Chopra",3.3,0,0
1150656,"Remo D'Souza",3.6,0,0
440604,"Anurag Kashyap",5.73636363636364,0,0
802693,"Ramesh Sippy",4.6,0,0
1999473,"Shoojit Sircar",7.35,0,0
1387177,"Atul Sabharwal",5.8,0,0
1665004,"Imtiaz Ali",4.7,0,0
451155,"Ahmed Khan",2.1,0,0
1398739,"Ruchi Narain",5.4,0,0
706485,"Lawrence Raghavendra",2.6,0,0
3939,"Vikramaditya Motwane",6.9,0,0
592803,"Sudhir Mishra",6.8,0,0
8392933,"Rajesh Krishnan",7.6,0,0
